,Project.Name,Address,Transacted Price,Price (psf),Date,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,Avg area sqf,Dist_Sch_Label
3797,CLEMENTI GREEN,18 CLEMENTI CRESCENT,3000000,1253,2019-09-12,1978,Resale,21,2019,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.427635555,CLEMENTI MRT STATION,1.338058198,2394.99,2
3798,LUXUS HILLS,51 LUXUS HILL DRIVE,3068000,1900,2019-09-12,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.892419815,BUANGKOK MRT STATION,2.001243401,1614.6,1
3799,N.A.,26 CHAPEL ROAD,2648000,1966,2019-09-12,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,0.412320167,MARINE PARADE MRT STATION,0.462284349,1346.58,1
3800,MIMOSA TERRACE,87 SARACA ROAD,2470000,1518,2019-09-13,2008,Resale,28,2019,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.772329377,YIO CHU KANG MRT STATION,1.836860232,1627.52,2
3801,EUHABITAT,308 JALAN EUNOS,2800000,828,2019-09-13,2015,Resale,14,2019,1,99-yr,5,MAHA BODHI SCHOOL,0.770985643,KAKI BUKIT MRT STATION,0.784574544,3379.9,1
3802,SELETAR HILLS ESTATE,104 KASAI ROAD,2780000,925,2019-09-13,2020,Resale,28,2019,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.497057862,YIO CHU KANG MRT STATION,2.136938176,3005.31,2
3803,LUXUS HILLS,20 LUXUS HILL DRIVE,3138000,1944,2019-09-13,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.852321417,BUANGKOK MRT STATION,2.115949721,1614.6,1
3804,LUXUS HILLS,69 LUXUS HILL DRIVE,3058000,1894,2019-09-13,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.897988639,BUANGKOK MRT STATION,1.947258249,1614.6,1
3805,THE SHAUGHNESSY,8 MILTONIA CLOSE,1500000,454,2019-09-13,2006,Resale,27,2019,1,99-yr,1,NORTHLAND PRIMARY SCHOOL,0.815814502,KHATIB MRT STATION,1.587270613,3304.55,1
3806,PARC CLEMATIS,2C JALAN LEMPENG,2798888,1053,2019-09-15,Uncompleted,New Sale,5,2019,1,99-yr,24,NAN HUA PRIMARY SCHOOL,0.311353929,CLEMENTI MRT STATION,0.738574331,2658.71,1
3807,PARC CLEMATIS,2D JALAN LEMPENG,2798888,1053,2019-09-15,Uncompleted,New Sale,5,2019,1,99-yr,24,NAN HUA PRIMARY SCHOOL,0.30465453,CLEMENTI MRT STATION,0.7356582,2658.71,1
3808,WESTWOOD PARK,102 WESTWOOD CRESCENT,1400000,867,2019-09-16,1998,Resale,22,2019,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.571367882,BOON LAY MRT STATION,1.620649464,1614.6,1
3809,HEETON PARK,4 THONG SOON ROAD,2515000,1424,2019-09-16,1982,Resale,26,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,3.211177571,SPRINGLEAF MRT STATION,0.146021261,1766.37,3
3810,PAVILION PARK,81 PAVILION CIRCLE,3000000,911,2019-09-16,2014,Resale,23,2019,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.010454279,BUKIT PANJANG MRT STATION,1.196417642,3294.86,2
3811,SELETAR HILLS ESTATE,18A NERAM ROAD,4399999,1388,2019-09-16,2020,Resale,28,2019,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.118553963,YIO CHU KANG MRT STATION,2.531660437,3168.92,2
3812,LUXUS HILLS,44 LUXUS HILL DRIVE,3128000,1937,2019-09-16,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.851519187,BUANGKOK MRT STATION,2.039775077,1614.6,1
3813,MIMOSA TERRACE,18 MIMOSA PLACE,2600000,1610,2019-09-16,2008,Resale,28,2019,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.873781103,YIO CHU KANG MRT STATION,1.753298048,1614.6,2
3814,BELGRAVIA GREEN,283 BELGRAVIA DRIVE,3013000,880,2019-09-17,Uncompleted,New Sale,28,2019,1,Freehold,1,ROSYTH SCHOOL,1.473227519,ANG MO KIO MRT STATION,2.007058358,3422.95,2
3815,LUXUS HILLS,12 LUXUS HILL DRIVE,3178000,1968,2019-09-17,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.853987615,BUANGKOK MRT STATION,2.139883042,1614.6,1
3816,LUXUS HILLS,42 LUXUS HILL DRIVE,3108000,1925,2019-09-17,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.851330744,BUANGKOK MRT STATION,2.045826237,1614.6,1
3817,VAUGHAN GARDEN,6 LORONG BIAWAK,4180000,1080,2019-09-17,1995,Resale,13,2019,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.021729423,SERANGOON MRT STATION,0.419135892,3871.81,2
3818,SEMBAWANG HILLS ESTATE,91 CASUARINA ROAD,2635000,1756,2019-09-17,2021,Resale,20,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.751252219,MAYFLOWER MRT STATION,1.074865967,1500.5,1
3819,SERANGOON GARDEN ESTATE,62 BURGHLEY DRIVE,2700000,964,2019-09-18,2022,Resale,19,2019,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.35986547,LORONG CHUAN MRT STATION,1.080675199,2799.72,2
3820,LUXUS HILLS,16 LUXUS HILL DRIVE,3148000,1950,2019-09-18,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.853070963,BUANGKOK MRT STATION,2.127916926,1614.6,1
3821,N.A.,194 CARPMAEL ROAD,3438000,1645,2019-09-18,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,1.133986979,MARINE PARADE MRT STATION,0.688026229,2090.37,2
3822,LUXUS HILLS,45 LUXUS HILL DRIVE,3530000,1640,2019-09-18,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.891369335,BUANGKOK MRT STATION,2.019269657,2152.8,1
3823,N.A.,14D KISMIS PLACE,1550000,852,2019-09-18,2021,Resale,21,2019,1,99-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.232827169,BEAUTY WORLD MRT STATION,1.321978098,1819.12,2
3824,WINDSOR PARK ESTATE,9 LEO DRIVE,3150000,1542,2019-09-18,2012,Resale,20,2019,1,Freehold,1,AI TONG SCHOOL,0.823815851,UPPER THOMSON MRT STATION,0.896998152,2043.01,1
3825,CORONATION VILLAGE,100A CORONATION ROAD,5060000,2709,2019-09-18,2013,Resale,10,2019,1,999-yr,1,NANYANG PRIMARY SCHOOL,0.329396127,TAN KAH KEE MRT STATION,0.464661014,1867.55,1
3826,LUXUS HILLS,55 LUXUS HILL DRIVE,3068000,1900,2019-09-18,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.893375508,BUANGKOK MRT STATION,1.989266782,1614.6,1
3827,LUXUS HILLS,55 LUXUS HILL DRIVE,3850000,2384,2022-03-14,2020,Resale,28,2022,1,999-yr,1,ROSYTH SCHOOL,0.893375508,BUANGKOK MRT STATION,1.989266782,1614.6,1
3828,SERANGOON GARDEN ESTATE,64 BLANDFORD DRIVE,2880000,1029,2019-09-18,2022,Resale,19,2019,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.450079399,LORONG CHUAN MRT STATION,1.179886014,2799.72,2
3829,LUXUS HILLS,5 LUXUS HILL DRIVE,3368000,2086,2019-09-18,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.894131429,BUANGKOK MRT STATION,2.155290084,1614.6,1
3830,N.A.,145 JOO CHIAT PLACE,2380000,1141,2019-09-19,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,1.31133502,EUNOS MRT STATION,0.640173344,2086.06,2
3831,THOMSON GARDEN ESTATE,24 JALAN MINGGU,2280000,1654,2019-09-19,2009,Resale,20,2019,1,Freehold,1,AI TONG SCHOOL,0.836975702,UPPER THOMSON MRT STATION,0.472596971,1378.87,1
3832,SEASIDE PARK,7 JALAN SELENDANG DELIMA,3050000,1773,2019-09-19,2018,Resale,15,2019,1,Freehold,1,TAO NAN SCHOOL,1.088514457,MARINE TERRACE MRT STATION,0.667883179,1720.09,2
3833,LUXUS HILLS,53 LUXUS HILL DRIVE,3068000,1900,2019-09-19,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.892884717,BUANGKOK MRT STATION,1.99516778,1614.6,1
3834,LUXUS HILLS,21 LUXUS HILL DRIVE,3158000,1956,2019-09-19,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.890625205,BUANGKOK MRT STATION,2.107368536,1614.6,1
3835,MACPHERSON GARDEN ESTATE,1 JALAN MESRA,2100000,1077,2019-09-20,2020,Resale,13,2019,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.119929625,MATTAR MRT STATION,0.700921701,1949.36,2
3836,LUXUS HILLS,38 LUXUS HILL DRIVE,3168000,1962,2019-09-20,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.851088911,BUANGKOK MRT STATION,2.057787092,1614.6,1
3837,LUXUS HILLS,22 LUXUS HILL DRIVE,3158000,1956,2019-09-20,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.852017013,BUANGKOK MRT STATION,2.110035937,1614.6,1
3838,LUXUS HILLS,58 LUXUS HILL DRIVE,3100000,1920,2019-09-20,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.854826104,BUANGKOK MRT STATION,1.993187671,1614.6,1
3839,LUXUS HILLS,14 LUXUS HILL DRIVE,3138000,1944,2019-09-20,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.853514051,BUANGKOK MRT STATION,2.133970094,1614.6,1
3840,EUHABITAT,304 JALAN EUNOS,2400000,710,2019-09-20,2015,Resale,14,2019,1,99-yr,5,MAHA BODHI SCHOOL,0.751429332,KAKI BUKIT MRT STATION,0.773614152,3379.9,1
3841,LUXUS HILLS,62 LUXUS HILL DRIVE,3068000,1900,2019-09-20,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.855976525,BUANGKOK MRT STATION,1.981227743,1614.6,1
3842,LUXUS HILLS,13 LUXUS HILL DRIVE,3158000,1956,2019-09-20,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.892057194,BUANGKOK MRT STATION,2.131330502,1614.6,1
3843,MAYFLOWER GARDENS,42 MAYFLOWER WAY,2390000,1173,2019-09-20,,Resale,20,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.757281287,MAYFLOWER MRT STATION,0.489835444,2037.63,1
3844,VILLA VERDE,6 VERDE GROVE,1400000,867,2019-09-23,2000,Resale,23,2019,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.266511065,YEW TEE MRT STATION,0.864157841,1614.6,2
3845,N.A.,59 TRURO ROAD,2900000,1261,2019-09-23,2021,Resale,8,2019,1,Freehold,188,SAINT JOSEPH'S INSTITUTION JUNIOR,0.496085529,FARRER PARK MRT STATION,0.65214462,2300.27,1
3846,N.A.,147 ONAN ROAD,2638000,1270,2019-09-23,2021,Resale,15,2019,1,Freehold,188,KONG HWA SCHOOL,1.223153204,EUNOS MRT STATION,0.860331256,2077.45,2
3847,CAYMAN RESIDENCES,1 EAST COAST AVENUE,5280000,2347,2019-09-23,2019,New Sale,15,2019,1,Freehold,1,TAO NAN SCHOOL,1.212267599,MARINE TERRACE MRT STATION,0.788380107,2249.68,2
3848,N.A.,22 JALAN ASUHAN,5900000,1757,2019-09-23,2021,Resale,11,2019,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.306169864,BOTANIC GARDENS MRT STATION,0.611219591,3357.29,2
3849,LUXUS HILLS,31 LUXUS HILL DRIVE,3728000,1732,2019-09-23,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.889838695,BUANGKOK MRT STATION,2.07734827,2152.8,1
3850,N.A.,15 EASTWOOD TERRACE,2120000,765,2019-09-23,2021,Resale,16,2019,1,99-yr,188,TEMASEK PRIMARY SCHOOL,1.287029375,SUNGEI BEDOK MRT STATION,0.165941033,2772.81,2
3851,WINDSOR PARK ESTATE,2A JUPITER ROAD,2950000,1695,2019-09-23,2012,Resale,20,2019,1,Freehold,1,AI TONG SCHOOL,0.689090275,UPPER THOMSON MRT STATION,0.762201812,1740.54,1
3852,MIMOSA TERRACE,56 MIMOSA VIEW,2570000,1591,2019-09-23,2008,Resale,28,2019,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.973500493,YIO CHU KANG MRT STATION,1.630903429,1615.68,2
3853,EAST COAST HILL,35 SENNETT ROAD,3688888,1091,2019-09-23,2011,Resale,16,2019,1,Freehold,1,TEMASEK PRIMARY SCHOOL,0.884542343,BAYSHORE MRT STATION,0.840796385,3382.05,1
3854,N.A.,150 CEYLON ROAD,3250000,1787,2019-09-24,2021,Resale,15,2019,1,Freehold,188,KONG HWA SCHOOL,1.207597946,PAYA LEBAR MRT STATION,1.048132541,1819.12,2
3855,GOLDEN HILL ESTATE,4 MEI HWAN CRESCENT,2600000,1290,2019-09-24,2015,Resale,20,2019,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.808082489,LORONG CHUAN MRT STATION,0.5161495,2016.1,1
3856,N.A.,8 JALAN GOTONG ROYONG,1980000,1523,2019-09-24,2021,Resale,19,2019,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.620414621,BARTLEY MRT STATION,0.466610523,1300.29,1
3857,SEMBAWANG HILLS ESTATE,51 JALAN GELENGGANG,2550000,956,2019-09-24,2021,Resale,20,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.484840132,MAYFLOWER MRT STATION,0.803279442,2668.4,1
3858,FANTA GARDEN,2D BEGONIA DRIVE,2200000,1134,2019-09-25,1983,Resale,28,2019,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.366123774,YIO CHU KANG MRT STATION,2.222789862,1939.67,2
3859,LUXUS HILLS,8 LUXUS HILL DRIVE,3198000,1981,2019-09-25,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.855071623,BUANGKOK MRT STATION,2.151848907,1614.6,1
3860,MAYFLOWER GARDENS,36 MAYFLOWER LANE,2263000,1118,2019-09-25,,Resale,20,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.78390101,MAYFLOWER MRT STATION,0.476434125,2023.63,1
3861,MAYFLOWER GARDENS,36 MAYFLOWER LANE,4630000,2288,2022-04-29,,Resale,20,2022,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.78390101,MAYFLOWER MRT STATION,0.476434125,2023.63,1
3862,N.A.,42 JALAN KERIS,2688888,1553,2019-09-25,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,1.09912063,MARINE TERRACE MRT STATION,0.682922604,1731.93,2
3863,LUXUS HILLS,7 LUXUS HILL DRIVE,3188000,1974,2019-09-25,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.89355937,BUANGKOK MRT STATION,2.149387857,1614.6,1
3864,SANFORD PARK,20 SIRAT PLACE,2500000,1551,2019-09-25,1990,Resale,19,2019,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.435720591,SERANGOON MRT STATION,0.955987005,1611.37,2
3865,N.A.,26 SOO CHOW DRIVE,2628000,1490,2019-09-25,2021,Resale,20,2019,1,Freehold,188,AI TONG SCHOOL,0.764375585,UPPER THOMSON MRT STATION,0.24657627,1764.22,1
3866,PAVILION PARK,8 PAVILION STREET,2900000,1347,2019-09-25,2014,Resale,23,2019,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.879296958,BUKIT PANJANG MRT STATION,1.323420734,2152.8,1
3867,SANNY PARK,69 MERRYN ROAD,5720000,2038,2019-09-26,2012,Resale,11,2019,1,Freehold,1,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.428358255,STEVENS MRT STATION,0.4818841,2807.25,1
3868,PAVILION PARK,14 PAVILION VIEW,2680000,1660,2019-09-26,2014,Resale,23,2019,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.620745491,BUKIT GOMBAK MRT STATION,1.149219476,1614.6,1
3869,MACPHERSON GARDEN ESTATE,132 JALAN GEMBIRA,1550000,1680,2019-09-26,2020,Resale,13,2019,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.158835813,MATTAR MRT STATION,0.63087526,922.47,2
3870,LUXUS HILLS,37 SELETAR GREEN VIEW,2950000,1827,2019-09-26,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.82515102,BUANGKOK MRT STATION,2.316148879,1614.6,1
3871,N.A.,55 JALAN ANGIN LAUT,4100000,1585,2019-09-26,2021,Resale,16,2019,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.582699543,EXPO MRT STATION,0.694887211,2586.59,2
3872,N.A.,4B GREEN LANE,2250000,1124,2019-09-27,2021,Resale,15,2019,1,Freehold,188,KONG HWA SCHOOL,0.545867485,DAKOTA MRT STATION,0.612161982,2002.1,1
3873,ATELIER VILLAS,53 YIO CHU KANG DRIVE,1980000,611,2019-09-27,2008,Resale,26,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.944908651,LENTOR MRT STATION,0.495209907,3239.96,1
3874,OPERA ESTATE,7C FIGARO STREET,2290000,1397,2019-09-27,2022,Resale,15,2019,1,Freehold,1,YU NENG PRIMARY SCHOOL,2.042256355,SIGLAP MRT STATION,0.810881122,1639.36,3
3875,OPERA ESTATE,7C FIGARO STREET,4300000,2829,2021-09-10,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,2.042256355,SIGLAP MRT STATION,0.810881122,1519.88,3
3876,N.A.,60 PHENG GECK AVENUE,2180000,1413,2019-09-27,2021,Resale,13,2019,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.356642985,POTONG PASIR MRT STATION,0.207268291,1542.48,2
3877,KELULUT HILL,28 KELULUT HILL,2800000,1286,2019-09-27,1997,Resale,28,2019,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.974931043,BUANGKOK MRT STATION,2.225645022,2177.56,1
3878,N.A.,31 GOLDHILL RISE,4850000,2145,2019-09-27,2021,Resale,11,2019,1,Freehold,188,ANGLO-CHINESE SCHOOL (PRIMARY),0.443410297,STEVENS MRT STATION,0.647536616,2261.52,1
3879,N.A.,248 CARPMAEL ROAD,3100000,1704,2019-09-30,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,1.020317857,MARINE PARADE MRT STATION,0.538438115,1819.12,2
3880,N.A.,42 LORONG H TELOK KURAU,2500000,949,2019-09-30,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,1.203388145,EUNOS MRT STATION,0.731169243,2635.03,2
3881,FULTON HILL,78 FULTON ROAD,2820000,985,2019-09-30,1981,Resale,20,2019,1,Freehold,1,AI TONG SCHOOL,0.241743696,BRIGHT HILL MRT STATION,0.309257725,2864.3,1
3882,BANYAN VILLAS,50 LENTOR PLAIN,2780000,1413,2019-09-30,2007,Resale,26,2019,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.58267617,LENTOR MRT STATION,0.401758817,1967.66,2
3883,N.A.,31 TOH TUCK DRIVE,3750000,1581,2019-09-30,2021,Resale,21,2019,1,999-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.771916509,BEAUTY WORLD MRT STATION,0.639099859,2372.39,1
3884,N.A.,26 DUKU LANE,2420000,1424,2019-09-30,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,0.703486402,MARINE PARADE MRT STATION,0.821007333,1699.64,1
3885,N.A.,33 MULBERRY AVENUE,2888000,967,2019-10-01,2021,Resale,13,2019,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.183137942,MATTAR MRT STATION,0.865455726,2985.93,2
3886,N.A.,45 SURIN AVENUE,1900000,1109,2019-10-01,2021,Resale,19,2019,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.741306873,KOVAN MRT STATION,0.563986109,1712.55,1
3887,PARC CLEMATIS,2G JALAN LEMPENG,2768888,1041,2019-10-01,Uncompleted,New Sale,5,2019,1,99-yr,24,NAN HUA PRIMARY SCHOOL,0.275552979,CLEMENTI MRT STATION,0.723577122,2658.71,1
3888,MARLENE VILLE,11C MARLENE AVENUE,2000000,791,2019-10-02,2008,Resale,19,2019,1,Freehold,1,ROSYTH SCHOOL,1.458238918,SERANGOON MRT STATION,1.061308239,2529.54,2
3889,N.A.,27 EE TEOW LENG ROAD,3220000,1560,2019-10-02,2021,Resale,19,2019,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.238614571,KOVAN MRT STATION,0.805305014,2064.54,2
3890,LUXUS HILLS,3 LUXUS HILL DRIVE,3358000,2080,2019-10-02,2020,Resale,28,2019,1,999-yr,1,ROSYTH SCHOOL,0.894761409,BUANGKOK MRT STATION,2.161369171,1614.6,1
3891,VILLA VERDE,78 VERDE GROVE,1600000,991,2019-10-02,2000,Resale,23,2019,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.210404049,YEW TEE MRT STATION,0.699379421,1614.6,2
3892,N.A.,74 JALAN BULOH PERINDU,2300000,1283,2019-10-02,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,1.153407743,MARINE TERRACE MRT STATION,0.729843526,1792.21,2
3893,BELGRAVIA GREEN,329 BELGRAVIA DRIVE,3044420,881,2019-10-03,Uncompleted,New Sale,28,2019,1,Freehold,1,ROSYTH SCHOOL,1.473146375,ANG MO KIO MRT STATION,2.023395491,3455.24,2
3894,CHUAN GREEN,131 CHUAN DRIVE,2100000,1195,2019-10-03,2004,Resale,19,2019,1,99-yr,1,ROSYTH SCHOOL,1.558482893,LORONG CHUAN MRT STATION,1.171752882,1757.76,2
3895,HORIZON GREEN,715 ANG MO KIO AVENUE 2,1880000,556,2019-10-03,2003,Resale,20,2019,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.27091618,MAYFLOWER MRT STATION,0.593352229,3379.9,1
3896,OPERA ESTATE,4 NORMA TERRACE,2550000,1594,2019-10-04,2022,Resale,15,2019,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.538113918,BEDOK MRT STATION,0.517384779,1599.53,2
3897,MIMOSA TERRACE,45 MIMOSA PLACE,2500000,1548,2019-10-04,2008,Resale,28,2019,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.988440573,YIO CHU KANG MRT STATION,1.64262761,1614.6,2
3898,MIMOSA TERRACE,3 MIMOSA PLACE,2638000,1634,2019-10-04,2008,Resale,28,2019,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.861324944,YIO CHU KANG MRT STATION,1.779643546,1614.6,2
3899,N.A.,17A JUBILEE ROAD,3480000,1339,2019-10-04,2021,Resale,5,2019,1,Freehold,188,NAN HUA PRIMARY SCHOOL,1.538647137,CLEMENTI MRT STATION,0.98331726,2598.43,2
3900,LILAC PARK,2 LILAC DRIVE,3700000,1755,2019-10-04,Uncompleted,New Sale,28,2019,1,Freehold,1,ROSYTH SCHOOL,1.825971756,YIO CHU KANG MRT STATION,1.84952908,2108.67,2
3901,CAYMAN RESIDENCES,1D EAST COAST AVENUE,4508000,2601,2019-10-05,2019,New Sale,15,2019,1,Freehold,1,TAO NAN SCHOOL,1.212121163,MARINE TERRACE MRT STATION,0.788366658,1733.0,2
3902,VILLA VERDE,33 VERDE CRESCENT,1425000,883,2019-10-07,2000,Resale,23,2019,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.104027631,YEW TEE MRT STATION,0.956911495,1614.6,2
3903,SELETAR VIEW,30A SELETAR HILLS DRIVE,2150000,664,2019-10-07,2014,Resale,28,2019,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.926792409,BUANGKOK MRT STATION,1.935837204,3239.96,1
3904,SUNRISE VILLA,120 SUNRISE AVENUE,2850000,1370,2019-10-07,2008,Resale,28,2019,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,2.151115668,YIO CHU KANG MRT STATION,1.434799851,2080.68,3
3905,CAYMAN RESIDENCES,3D EAST COAST AVENUE,4300000,2466,2019-10-07,2019,New Sale,15,2019,1,Freehold,1,TAO NAN SCHOOL,1.251531646,MARINE TERRACE MRT STATION,0.827879681,1743.77,2
3906,HENLEY GARDENS,37 JALAN ARIF,1850000,1146,2019-10-08,2002,Resale,19,2019,1,99-yr,1,XINMIN PRIMARY SCHOOL,0.381674144,KOVAN MRT STATION,0.878989411,1614.6,1
3907,N.A.,11 HIGHLAND TERRACE,2730000,1454,2019-10-08,2021,Resale,19,2019,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.13835006,KOVAN MRT STATION,0.5734472,1877.24,2
3908,N.A.,35G LORONG STANGEE,2550000,1717,2019-10-08,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,0.640358894,MARINE PARADE MRT STATION,0.660849682,1485.43,1
3909,VILLA VERDE,78 VERDE CRESCENT,1460000,904,2019-10-08,2000,Resale,23,2019,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.096902081,YEW TEE MRT STATION,0.825779276,1614.6,2
3910,N.A.,17A JALAN KECHOT,2700000,1001,2019-10-09,2021,Resale,14,2019,1,Freehold,188,MAHA BODHI SCHOOL,0.985531398,EUNOS MRT STATION,0.470484996,2697.46,1
3911,N.A.,3 DUKU LANE,2400000,1276,2019-10-09,2021,Resale,15,2019,1,Freehold,188,TAO NAN SCHOOL,0.760792114,MARINE PARADE MRT STATION,0.868905358,1880.47,1
3912,VILLA VERDE,34 VERDE CRESCENT,1430000,886,2019-10-10,2000,Resale,23,2019,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.134392075,YEW TEE MRT STATION,0.915155867,1614.6,2
3913,LIRIA TERRACE,60 MARIAM WALK,2118000,1261,2019-10-10,1997,Resale,17,2019,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.398906907,TAMPINES EAST MRT STATION,1.55638206,1679.18,2
3914,N.A.,8A JALAN SENANG,2600000,1039,2019-10-10,2021,Resale,14,2019,1,Freehold,188,MAHA BODHI SCHOOL,1.888236176,KEMBANGAN MRT STATION,0.447275117,2501.55,2
3915,WESTWOOD PARK,115 WESTWOOD CRESCENT,1650000,740,2019-10-10,1998,Resale,22,2019,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.557205379,BOON LAY MRT STATION,1.628618978,2230.3,1
3916,HAUS@SERANGOON GARDEN,6 SERANGOON GARDEN DRIVE,2380000,1474,2019-10-11,2016,Resale,19,2019,1,99-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.761159621,ANG MO KIO MRT STATION,1.344243964,1614.6,2
3917,VILLA VERDE,129 VERDE VIEW,1628000,724,2019-10-11,2000,Resale,23,2019,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.13788038,CHOA CHU KANG MRT STATION,1.050438663,2249.68,2
