Project.Name,Address,Transacted Price,Price (psf),Date,Property.Type,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,ENBLOC,Avg area sqf,Dist_Sch_Label
LLYN GARDENS,33 PAYA LEBAR WALK,2430000,1465,2/1/2020,Terrace House,1991,Resale,19,2020,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.387649838,BARTLEY MRT STATION,0.702292835,0,1658.73,1
N.A.,171 ONAN ROAD,1254000,1655,2/1/2020,Terrace House,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,1.246701238,EUNOS MRT STATION,0.894131243,0,757.79,2
N.A.,2 LORONG N TELOK KURAU,5080000,1277,2/1/2020,Terrace House,2021,Resale,15,2020,1,Freehold,188,TAO NAN SCHOOL,0.531387474,MARINE TERRACE MRT STATION,0.773364381,0,3977.3,1
N.A.,26 JALAN TARI PAYONG,4750000,673,3/1/2020,Detached House,2021,Resale,28,2020,1,999-yr,188,SENGKANG GREEN PRIMARY SCHOOL,0.968844989,SENGKANG MRT STATION,2.902059602,0,7060.11,1
FRANKEL ESTATE,12A FRANKEL AVENUE,8800000,2100,3/1/2020,Detached House,Uncompleted,New Sale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.402697146,KEMBANGAN MRT STATION,0.48550592,0,4190.43,2
N.A.,10D JALAN ULU SIGLAP,3990000,977,3/1/2020,Semi-Detached House,2021,Resale,15,2020,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.906297848,SIGLAP MRT STATION,0.513916621,0,4084.94,2
WESTVILLE,93 WESTWOOD AVENUE,1450000,674,3/1/2020,Semi-Detached House,1998,Resale,22,2020,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.712229213,PIONEER MRT STATION,1.724674386,0,2151.72,1
SEMBAWANG HILLS ESTATE,57 JALAN MENARONG,2980000,909,3/1/2020,Terrace House,2021,Resale,20,2020,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.395305935,MAYFLOWER MRT STATION,0.577949037,0,3276.56,1
SEMBAWANG HILLS ESTATE,57 JALAN MENARONG,3050000,931,1/4/2021,Terrace House,2021,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.395305935,MAYFLOWER MRT STATION,0.577949037,0,3276.56,1
NIM COLLECTION,1 NIM TERRACE,3200000,1479,3/1/2020,Terrace House,2019,New Sale,28,2020,1,99-yr,1,ROSYTH SCHOOL,1.53831856,ANG MO KIO MRT STATION,1.807108978,0,2163.56,2
LOYANG VILLAS,56 LOYANG RISE,1380000,855,3/1/2020,Terrace House,1996,Resale,17,2020,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.048749337,TAMPINES EAST MRT STATION,1.396113424,0,1614.6,2
THE WOODS,211 WESTWOOD AVENUE,1670000,417,3/1/2020,Terrace House,2013,Resale,22,2020,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.591768987,PIONEER MRT STATION,1.551007543,0,4004.21,1
BEDOK RIA,23 BEDOK RIA CRESCENT,3480000,861,3/1/2020,Terrace House,2009,Resale,16,2020,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.283579294,TANAH MERAH MRT STATION,0.605501574,0,4039.73,2
SUMMER GARDENS,85 UPPER CHANGI ROAD EAST,1850000,609,6/1/2020,Terrace House,1999,Resale,16,2020,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.511011314,TANAH MERAH MRT STATION,0.606682709,0,3035.45,2
WATERCOVE,111 WAK HASSAN DRIVE,2380000,713,6/1/2020,Terrace House,2019,New Sale,27,2020,1,Freehold,1,WELLINGTON PRIMARY SCHOOL,2.174643199,CANBERRA MRT STATION,2.319472591,0,3336.84,3
HOCK SWEE HILL,10A BEGONIA DRIVE,3280000,1165,6/1/2020,Semi-Detached House,2019,Resale,28,2020,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.37961929,YIO CHU KANG MRT STATION,2.236387923,0,2814.79,2
BINJAI CREST,175 JALAN KAMPONG CHANTEK,2160000,572,6/1/2020,Terrace House,2004,Resale,21,2020,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.479481876,KING ALBERT PARK MRT STATION,1.029006901,0,3778.16,2
N.A.,62 FLORENCE ROAD,12100000,762,7/1/2020,Detached House,2021,Resale,19,2020,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.727359134,KOVAN MRT STATION,0.555266143,0,15871.52,1
HILLCREST VILLA,19S HILLCREST ROAD,2900000,991,7/1/2020,Terrace House,2009,Resale,11,2020,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.115775732,TAN KAH KEE MRT STATION,0.454756961,0,2927.81,1
THE RIVERINA,117 RIVERINA VIEW,1820000,821,7/1/2020,Terrace House,2000,Resale,18,2020,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.940005806,PASIR RIS MRT STATION,0.837776923,0,2216.31,2
N.A.,2 JALAN MELOR,3700000,800,7/1/2020,Semi-Detached House,2021,Resale,13,2020,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.346028193,MATTAR MRT STATION,0.515786405,0,4624.21,2
N.A.,7 JALAN PANDAN,11500000,2463,7/1/2020,Detached House,2021,Resale,11,2020,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.671905919,SIXTH AVENUE MRT STATION,0.527019644,0,4669.42,1
N.A.,7 JALAN PANDAN,11300000,2420,2/9/2020,Detached House,2021,Resale,11,2020,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.671905919,SIXTH AVENUE MRT STATION,0.527019644,0,4669.42,1
SHAMROCK PARK,50 NAMLY CRESCENT,7600000,1430,8/1/2020,Detached House,2016,Resale,10,2020,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.429077388,SIXTH AVENUE MRT STATION,0.548881696,0,5313.11,2
SANDY ISLAND,1 SANDY ISLAND,16800000,2044,8/1/2020,Detached House,2011,Resale,4,2020,1,99-yr,1,RADIN MAS PRIMARY SCHOOL,3.957650886,HARBOURFRONT MRT STATION,3.187028476,0,8220.47,3
SEMBAWANG HILLS ESTATE,41 JALAN GELENGGANG,2560000,953,8/1/2020,Terrace House,2021,Resale,20,2020,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.475825702,MAYFLOWER MRT STATION,0.788417691,0,2685.62,1
N.A.,14 YUK TONG AVENUE,2280000,1341,9/1/2020,Terrace House,2021,Resale,21,2020,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.519538101,BEAUTY WORLD MRT STATION,0.17959663,0,1700.71,1
TAI KENG VILLAS,101 JALAN KELICHAP,1700000,974,9/1/2020,Terrace House,1999,Resale,19,2020,1,99-yr,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.483247466,BARTLEY MRT STATION,0.520027723,0,1744.84,1
VILLA VERDE,85 VERDE AVENUE,1430000,886,10/1/2020,Terrace House,2000,Resale,23,2020,1,99-yr,1,SOUTH VIEW PRIMARY SCHOOL,1.114007122,YEW TEE MRT STATION,0.788923806,0,1614.6,2
LUXUS HILLS,61 LUXUS HILL DRIVE,3068000,1900,10/1/2020,Terrace House,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,0.895118917,BUANGKOK MRT STATION,1.971211902,0,1614.6,1
SARACA GARDENS,72 SARACA VIEW,2560000,1193,10/1/2020,Terrace House,1993,Resale,28,2020,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.864845438,YIO CHU KANG MRT STATION,1.729728616,0,2145.27,2
N.A.,8 LORONG 22 GEYLANG,2700000,1631,10/1/2020,Terrace House,2021,Resale,14,2020,1,Freehold,188,KONG HWA SCHOOL,0.742208943,ALJUNIED MRT STATION,0.45109866,0,1655.5,1
SPRINGLEAF GARDEN,43 SPRINGLEAF GARDEN,3220000,920,10/1/2020,Semi-Detached House,1997,Resale,26,2020,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,3.100204692,SPRINGLEAF MRT STATION,0.500037337,0,3500.45,3
FOH PIN GARDEN,17B CHARLTON LANE,2620000,1230,10/1/2020,Terrace House,1979,Resale,19,2020,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.792344293,KOVAN MRT STATION,0.607224551,0,2130.2,1
FOH PIN GARDEN,17B CHARLTON LANE,2590000,1216,13/8/2020,Terrace House,1979,Resale,19,2020,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.792344293,KOVAN MRT STATION,0.607224551,0,2130.2,1
N.A.,17 TOH TUCK TERRACE,2730000,1390,10/1/2020,Terrace House,2021,Resale,21,2020,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.80358763,BEAUTY WORLD MRT STATION,0.809055405,0,1964.43,1
CHUAN VILLAS,20 CHUAN CLOSE,1850000,855,12/1/2020,Terrace House,2000,Resale,19,2020,1,99-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.683387183,LORONG CHUAN MRT STATION,0.438552988,0,2164.64,1
N.A.,4 HOW SUN AVENUE,1680000,1316,13/1/2020,Terrace House,2021,Resale,19,2020,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.422383316,BARTLEY MRT STATION,0.24190493,0,1276.61,1
SEMBAWANG HILLS ESTATE,22 JALAN TELANG,3288000,1615,13/1/2020,Terrace House,2021,Resale,20,2020,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.706099236,MAYFLOWER MRT STATION,1.041527153,0,2035.47,1
PARC CLEMATIS,2E JALAN LEMPENG,3552888,1025,13/1/2020,Terrace House,Uncompleted,New Sale,5,2020,1,99-yr,24,NAN HUA PRIMARY SCHOOL,0.296538081,CLEMENTI MRT STATION,0.731648964,0,3466.01,1
RAFFLES PARK,20 ORIOLE CRESCENT,15500000,1582,13/1/2020,Detached House,2014,Resale,11,2020,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.566889261,SIXTH AVENUE MRT STATION,0.608888634,0,9795.24,1
CAYMAN RESIDENCES,3E EAST COAST AVENUE,4200000,2409,14/1/2020,Terrace House,2019,New Sale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.251447026,MARINE TERRACE MRT STATION,0.827714575,0,1743.77,2
N.A.,35 MERAGI TERRACE,2480000,1179,14/1/2020,Terrace House,2021,Resale,16,2020,1,999-yr,188,CHONGZHENG PRIMARY SCHOOL,1.266141071,UPPER CHANGI MRT STATION,0.245730523,0,2103.29,2
CABANA,199 SUNRISE TERRACE,1831888,628,14/1/2020,Terrace House,2013,Resale,28,2020,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.28616291,YIO CHU KANG MRT STATION,1.348598553,0,2917.04,3
OPERA ESTATE,1 TOSCA TERRACE,3840000,1748,14/1/2020,Terrace House,2022,Resale,15,2020,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.808844355,BEDOK MRT STATION,0.730474736,0,2196.93,2
N.A.,2B DUNSFOLD DRIVE,7300000,1564,14/1/2020,Detached House,2021,Sub Sale,13,2020,1,Freehold,188,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.930076349,LORONG CHUAN MRT STATION,0.870441502,0,4668.35,1
LOYANG VILLAS,49 LOYANG VIEW,1278000,792,14/1/2020,Terrace House,1996,Resale,17,2020,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,1.002800652,TAMPINES EAST MRT STATION,1.547477761,0,1614.6,2
SERANGOON GARDEN ESTATE,64 BRAEMAR DRIVE,2800000,999,14/1/2020,Terrace House,2022,Resale,19,2020,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.550301128,LORONG CHUAN MRT STATION,1.203887258,0,2801.87,2
SEMBAWANG HILLS ESTATE,40 JALAN GELENGGANG,3680000,1807,15/1/2020,Terrace House,2021,Resale,20,2020,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.427591918,MAYFLOWER MRT STATION,0.740372341,0,2036.55,1
OASIS @ MULBERRY,78 CHEMPAKA AVENUE,3388888,1409,15/1/2020,Terrace House,2006,Resale,13,2020,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.097433638,MATTAR MRT STATION,0.803111454,0,2405.75,2
LOYANG COURT,161T JALAN LOYANG BESAR,1250000,652,15/1/2020,Terrace House,1997,Resale,17,2020,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,0.786107543,PASIR RIS MRT STATION,1.298625715,0,1915.99,1
N.A.,100 JOO CHIAT PLACE,2600000,2832,15/1/2020,Terrace House,2021,Resale,15,2020,1,Freehold,188,TAO NAN SCHOOL,1.328843833,EUNOS MRT STATION,0.683504069,0,918.17,2
PEOPLE'S GARDEN,70 LORONG 1 REALTY PARK,2528000,1080,15/1/2020,Terrace House,1998,Resale,19,2020,1,999-yr,1,HOLY INNOCENTS' PRIMARY SCHOOL,0.539827566,HOUGANG MRT STATION,0.470699627,0,2341.17,1
N.A.,16 GREENLEAF AVENUE,5500000,1576,15/1/2020,Semi-Detached House,2021,Resale,10,2020,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.870785393,KING ALBERT PARK MRT STATION,1.334616681,0,3489.69,1
HOLLAND GARDENS,75 MOONBEAM TERRACE,5800000,593,16/1/2020,Detached House,2016,Resale,10,2020,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,0.209649023,DOVER MRT STATION,0.778052195,0,9773.71,1
N.A.,244 CARPMAEL ROAD,3220000,1786,16/1/2020,Terrace House,2021,Resale,15,2020,1,Freehold,188,TAO NAN SCHOOL,1.031340812,MARINE PARADE MRT STATION,0.550327374,0,1802.97,2
BEDOK RIA,24 BEDOK RIA PLACE,2735000,1546,16/1/2020,Terrace House,2009,Resale,16,2020,1,Freehold,1,TEMASEK PRIMARY SCHOOL,1.239436881,TANAH MERAH MRT STATION,0.608551723,0,1769.6,2
N.A.,4 CEDAR AVENUE,3670000,1709,16/1/2020,Terrace House,2021,Resale,13,2020,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.883024233,WOODLEIGH MRT STATION,0.716593077,0,2147.42,1
POETS VILLAS,216 TAGORE AVENUE,1978800,542,16/1/2020,Semi-Detached House,2014,Resale,26,2020,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.112288099,LENTOR MRT STATION,0.964225146,0,3649,2
LUXUS HILLS,50 LUXUS HILL DRIVE,3610000,1636,16/1/2020,Terrace House,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,0.852988846,BUANGKOK MRT STATION,2.017273176,0,2206.62,1
N.A.,67 GERALD DRIVE,3150000,864,17/1/2020,Semi-Detached House,2021,Resale,28,2020,1,Freehold,188,SENGKANG GREEN PRIMARY SCHOOL,0.759944066,BUANGKOK MRT STATION,1.712835564,0,3647.92,1
N.A.,14 TREVOSE CRESCENT,9700000,1486,17/1/2020,Detached House,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.775973692,BOTANIC GARDENS MRT STATION,0.554142605,0,6529.44,1
GREENBANK PARK,42 GREENBANK PARK,4000000,927,17/1/2020,Semi-Detached House,1981,Resale,21,2020,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.835590235,KING ALBERT PARK MRT STATION,1.534735606,0,4314.21,2
LYNNSVILLE 331,331D PASIR PANJANG ROAD,2400000,736,17/1/2020,Terrace House,2009,Resale,5,2020,1,Freehold,1,FAIRFIELD METHODIST SCHOOL (PRIMARY),1.600555584,HAW PAR VILLA MRT STATION,0.856749531,0,3261.49,2
N.A.,32 JALAN MANIS,1980000,1270,17/1/2020,Terrace House,2021,Resale,12,2020,1,Freehold,188,PEI CHUN PUBLIC SCHOOL,1.524022451,BOON KENG MRT STATION,0.749781695,0,1558.63,2
LUXUS HILLS,9 LUXUS HILL DRIVE,3198000,1981,20/1/2020,Terrace House,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,0.893014268,BUANGKOK MRT STATION,2.143310737,0,1614.6,1
CAPITOL PARK,30 JALAN ADAT,4900000,2681,20/1/2020,Terrace House,2011,Resale,11,2020,1,Freehold,1,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.292437027,BOTANIC GARDENS MRT STATION,0.68255565,0,1827.73,2
SELETAR HILLS ESTATE,42 JALAN KECHUBONG,3110000,708,20/1/2020,Detached House,2020,Resale,28,2020,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.840507042,BUANGKOK MRT STATION,1.881998068,0,4391.71,1
N.A.,29 BENG WAN ROAD,940000,238,20/1/2020,Detached House,2021,Resale,12,2020,1,99-yr,188,PEI CHUN PUBLIC SCHOOL,1.92328225,BOON KENG MRT STATION,0.647148558,0,3950.39,2
BURGUNDY HILL,34 BURGUNDY CRESCENT,1850000,705,20/1/2020,Semi-Detached House,1999,Resale,23,2020,1,99-yr,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.728468485,BUKIT BATOK MRT STATION,1.587743448,0,2625.34,2
N.A.,527 UPPER CHANGI ROAD,2950000,904,20/1/2020,Terrace House,2021,Resale,16,2020,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.674238258,SIMEI MRT STATION,0.833458465,0,3264.72,2
N.A.,29 HAIGSVILLE DRIVE,4100000,1025,20/1/2020,Semi-Detached House,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,1.133823714,PAYA LEBAR MRT STATION,1.031632013,0,3999.9,2
N.A.,37 JALAN TARI SERIMPI,2200000,1309,20/1/2020,Terrace House,2021,Resale,28,2020,1,999-yr,188,SENGKANG GREEN PRIMARY SCHOOL,0.530587172,SENGKANG MRT STATION,2.604829718,0,1680.26,1
N.A.,38 JALAN ISNIN,1300000,1239,20/1/2020,Terrace House,2021,Resale,20,2020,1,Freehold,188,CATHOLIC HIGH SCHOOL,0.878524502,MARYMOUNT MRT STATION,0.512592909,0,1049.49,1
N.A.,38 POOLE ROAD,4550000,1862,20/1/2020,Semi-Detached House,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,0.564271631,DAKOTA MRT STATION,0.371442829,0,2443.43,1
FRANKEL ESTATE,117 GREENFIELD DRIVE,4300000,1525,20/1/2020,Semi-Detached House,2021,Resale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.01711322,MARINE TERRACE MRT STATION,0.693024358,0,2819.09,2
HAPPY ESTATE,1 THOMSON WALK,4900000,926,20/1/2020,Semi-Detached House,1984,Resale,20,2020,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.378118777,MAYFLOWER MRT STATION,0.717468043,0,5291.58,1
HOLLAND GROVE,91 HOLLAND GROVE VIEW,3080000,1230,21/1/2020,Semi-Detached House,1997,Resale,10,2020,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,0.55445214,DOVER MRT STATION,0.314950931,0,2503.71,1
N.A.,15 JALAN NAGA SARI,6000000,1618,21/1/2020,Semi-Detached House,2021,Resale,11,2020,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.77982532,SIXTH AVENUE MRT STATION,0.280769256,0,3709.27,1
N.A.,51 HUA GUAN AVENUE,9300000,1946,21/1/2020,Detached House,2021,Resale,21,2020,1,999-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.997450944,KING ALBERT PARK MRT STATION,0.520985546,0,4779.22,1
N.A.,2 SEA BREEZE AVENUE,7850000,843,21/1/2020,Detached House,2021,Resale,16,2020,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.565798579,SIMEI MRT STATION,0.720698832,0,9307.63,2
WESTVILLE,33 WESTWOOD WALK,1600000,740,21/1/2020,Semi-Detached House,1998,Resale,22,2020,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.605051764,PIONEER MRT STATION,1.64783393,0,2162.49,1
N.A.,31 HARVEY AVENUE,6550000,1183,21/1/2020,Detached House,2021,Resale,16,2020,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.294283483,SIMEI MRT STATION,0.43687704,0,5538.08,2
LUXUS HILLS,11 LUXUS HILL DRIVE,3188000,1974,21/1/2020,Terrace House,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,0.892521629,BUANGKOK MRT STATION,2.137408275,0,1614.6,1
N.A.,3 JALAN GIRANG,2900000,964,21/1/2020,Terrace House,2021,Resale,13,2020,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.213009427,SERANGOON MRT STATION,0.559094501,0,3009.61,2
N.A.,3B HARLYN ROAD,9980000,1991,21/1/2020,Detached House,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.639434878,STEVENS MRT STATION,0.535923575,0,5012.79,1
THE COUNTRYSIDE,95 COUNTRYSIDE ROAD,2638000,1446,22/1/2020,Terrace House,1998,Resale,26,2020,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.891895188,LENTOR MRT STATION,0.660353939,0,1824.5,2
N.A.,7 LORONG SELANGAT,4300000,1610,22/1/2020,Terrace House,2021,Sub Sale,13,2020,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.115370465,SERANGOON MRT STATION,0.71749636,0,2671.62,2
POETS VILLAS,212 TAGORE AVENUE,1980000,557,22/1/2020,Semi-Detached House,2014,Resale,26,2020,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.09938053,LENTOR MRT STATION,0.962665254,0,3552.12,2
HILLCREST VILLA,5B HILLCREST ROAD,3050000,970,23/1/2020,Terrace House,2009,Resale,11,2020,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.13272458,TAN KAH KEE MRT STATION,0.308877854,0,3143.09,1
N.A.,33 JALAN CHEMPAKA PUTEH,550000,164,23/1/2020,Semi-Detached House,2021,Resale,16,2020,1,99-yr,188,TEMASEK PRIMARY SCHOOL,1.457903106,TANAH MERAH MRT STATION,0.465529313,0,3345.45,2
LUXUS HILLS,73 LUXUS HILL DRIVE,3696000,1696,23/1/2020,Semi-Detached House,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,0.900326212,BUANGKOK MRT STATION,1.931336372,0,2179.71,1
NANYANG PARK,39 CHUAN HOE AVENUE,3150000,1342,23/1/2020,Terrace House,2015,Resale,19,2020,1,999-yr,1,ROSYTH SCHOOL,0.919885289,KOVAN MRT STATION,1.114642126,0,2346.55,1
SERANGOON GARDEN ESTATE,29 COWDRAY AVENUE,3070000,1036,23/1/2020,Terrace House,2022,Resale,19,2020,1,999-yr,1,ROSYTH SCHOOL,1.295782192,LORONG CHUAN MRT STATION,1.669670731,0,2963.33,2
LUXUS HILLS,52 LUXUS HILL DRIVE,3038000,1882,23/1/2020,Terrace House,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,0.853417059,BUANGKOK MRT STATION,2.011056953,0,1614.6,1
N.A.,170 PASIR PANJANG ROAD,2199000,1290,23/1/2020,Terrace House,2021,Resale,5,2020,1,Freehold,188,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.589585846,PASIR PANJANG MRT STATION,0.254135595,0,1705.02,3
ATELIER VILLAS,1 YIO CHU KANG DRIVE,2360000,649,23/1/2020,Terrace House,2008,Resale,26,2020,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.862301677,LENTOR MRT STATION,0.568055328,0,3638.23,1
HORIZON GARDENS,341 ANG MO KIO AVENUE 2,1810000,605,23/1/2020,Terrace House,2002,Resale,20,2020,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.332827531,MAYFLOWER MRT STATION,0.621338694,0,2992.39,1
SERANGOON GARDEN ESTATE,52 KINGSWEAR AVENUE,4150000,1084,23/1/2020,Semi-Detached House,2022,Resale,19,2020,1,999-yr,1,ROSYTH SCHOOL,1.186921666,ANG MO KIO MRT STATION,1.733857647,0,3829.83,2
N.A.,3 MERRYN ROAD,11800000,1242,28/1/2020,Detached House,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.0055746,BOTANIC GARDENS MRT STATION,0.841731034,0,9504.61,2
N.A.,3 MERRYN ROAD,11400000,2577,31/5/2021,Detached House,2021,New Sale,11,2021,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.0055746,BOTANIC GARDENS MRT STATION,0.841731034,0,4424.54,2
HILLCREST VILLA,3 HILLCREST ROAD,2970000,939,28/1/2020,Terrace House,2009,Resale,11,2020,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.158805247,TAN KAH KEE MRT STATION,0.319465416,0,3164.62,1
N.A.,10 SUNSET DRIVE,10300000,1061,28/1/2020,Detached House,2021,Resale,21,2020,1,Freehold,188,NAN HUA PRIMARY SCHOOL,0.97645302,CLEMENTI MRT STATION,1.185409968,0,9706.98,1
CABANA,183 SUNRISE TERRACE,1800000,617,28/1/2020,Terrace House,2013,Resale,28,2020,1,99-yr,1,SENGKANG GREEN PRIMARY SCHOOL,2.242956057,YIO CHU KANG MRT STATION,1.386552874,0,2917.04,3
N.A.,189 HAIG ROAD,8200000,927,29/1/2020,Detached House,2021,Resale,15,2020,1,Freehold,188,TAO NAN SCHOOL,1.339319711,MARINE PARADE MRT STATION,0.707814275,0,8843.7,2
N.A.,21 CORONATION DRIVE,5880000,1721,29/1/2020,Semi-Detached House,2021,Resale,10,2020,1,999-yr,188,NANYANG PRIMARY SCHOOL,0.21259713,TAN KAH KEE MRT STATION,0.370681832,0,3417.57,1
CHUAN VILLAS,14 CHUAN CLOSE,1768000,1084,29/1/2020,Terrace House,2000,Resale,19,2020,1,99-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.665675375,LORONG CHUAN MRT STATION,0.45225712,0,1630.75,1
LUXUS HILLS,41 LUXUS HILL DRIVE,3738000,1736,29/1/2020,Semi-Detached House,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,0.890298472,BUANGKOK MRT STATION,2.035643179,0,2152.8,1
SENNETT ESTATE,74 MULBERRY AVENUE,2120000,1413,29/1/2020,Terrace House,2016,Resale,13,2020,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.2306165,MATTAR MRT STATION,0.851170181,0,1500.5,2
HOCK SWEE HILL,20 BEGONIA DRIVE,3498000,873,30/1/2020,Semi-Detached House,2019,Resale,28,2020,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,1.448446779,YIO CHU KANG MRT STATION,2.172741631,0,4006.36,2
GAMBIER COURT,64 KIM YAM ROAD,3275000,1278,30/1/2020,Terrace House,1999,Resale,9,2020,1,99-yr,10,ANGLO-CHINESE SCHOOL (JUNIOR),1.835534683,FORT CANNING MRT STATION,0.500436848,0,2561.83,2
SERANGOON GARDEN ESTATE,25 CROWHURST DRIVE,5250000,1252,30/1/2020,Semi-Detached House,2022,Resale,19,2020,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.693605499,LORONG CHUAN MRT STATION,1.164005576,0,4194.73,2
GUAN SOON VILLAS,28 GUAN SOON AVENUE,2400000,1000,30/1/2020,Terrace House,1991,Resale,16,2020,1,Freehold,1,CHONGZHENG PRIMARY SCHOOL,1.479569117,SIMEI MRT STATION,0.626693615,0,2399.3,2
