,Postal.District,month_year,Median Price
4526,25,2010-04-01,622.0
4527,25,2010-05-01,621.5
4528,25,2010-06-01,637.0
4529,25,2010-07-01,578.0
4530,25,2010-08-01,623.0
4531,25,2010-09-01,650.0
4532,25,2010-10-01,622.0
4533,25,2010-11-01,658.0
4534,25,2010-12-01,659.0
4535,25,2011-01-01,682.0
4536,25,2011-02-01,673.0
4537,25,2011-03-01,701.0
4538,25,2011-04-01,734.0
4539,25,2011-05-01,691.5
4540,25,2011-06-01,726.0
4541,25,2011-07-01,760.0
4542,25,2011-08-01,762.5
4543,25,2011-09-01,758.0
4544,25,2011-10-01,770.0
4545,25,2011-11-01,733.0
4546,25,2011-12-01,711.5
4547,25,2012-01-01,764.5
4548,25,2012-02-01,791.0
4549,25,2012-03-01,763.0
4550,25,2012-04-01,724.0
4551,25,2012-05-01,759.0
4552,25,2012-06-01,787.0
4553,25,2012-07-01,796.0
4554,25,2012-08-01,795.5
4555,25,2012-09-01,712.0
4556,25,2012-10-01,817.5
4557,25,2012-11-01,818.0
4558,25,2012-12-01,746.0
4559,25,2013-01-01,797.5
4560,25,2013-02-01,858.0
4561,25,2013-03-01,824.0
4562,25,2013-04-01,875.0
4563,25,2013-05-01,850.5
4564,25,2013-06-01,851.0
4565,25,2013-07-01,874.0
4566,25,2013-08-01,876.0
4567,25,2013-09-01,791.0
4568,25,2013-10-01,938.0
4569,25,2013-11-01,822.0
4570,25,2013-12-01,839.0
4571,25,2014-01-01,860.0
4572,25,2014-02-01,810.0
4573,25,2014-03-01,825.5
4574,25,2014-04-01,858.0
4575,25,2014-05-01,831.0
4576,25,2014-06-01,753.5
4577,25,2014-07-01,851.0
4578,25,2014-08-01,899.0
4579,25,2014-09-01,849.5
4580,25,2014-10-01,837.5
4581,25,2014-11-01,875.0
4582,25,2014-12-01,849.5
4583,25,2015-01-01,815.0
4584,25,2015-02-01,1215.0
4585,25,2015-03-01,862.0
4586,25,2015-04-01,1301.0
4587,25,2015-05-01,1196.0
4588,25,2015-06-01,997.5
4589,25,2015-07-01,1113.0
4590,25,2015-08-01,876.0
4591,25,2015-09-01,1170.0
4592,25,2015-10-01,797.0
4593,25,2015-11-01,799.5
4594,25,2015-12-01,809.0
4595,25,2016-01-01,1024.5
4596,25,2016-02-01,1221.5
4597,25,2016-03-01,941.5
4598,25,2016-04-01,793.5
4599,25,2016-05-01,1041.5
4600,25,2016-06-01,736.0
4601,25,2016-07-01,1101.0
4602,25,2016-08-01,849.0
4603,25,2016-09-01,1081.0
4604,25,2016-10-01,800.0
4605,25,2016-11-01,908.5
4606,25,2016-12-01,1061.0
4607,25,2017-01-01,1088.0
4608,25,2017-02-01,1083.0
4609,25,2017-03-01,1030.0
4610,25,2017-04-01,802.5
4611,25,2017-05-01,725.0
4612,25,2017-06-01,1054.0
4613,25,2017-07-01,895.0
4614,25,2017-08-01,1018.0
4615,25,2017-09-01,826.0
4616,25,2017-10-01,819.5
4617,25,2017-11-01,1027.0
4618,25,2017-12-01,811.0
4619,25,2018-01-01,796.0
4620,25,2018-02-01,903.0
4621,25,2018-03-01,929.0
4622,25,2018-04-01,740.0
4623,25,2018-05-01,765.5
4624,25,2018-06-01,1062.0
4625,25,2018-07-01,795.5
4626,25,2018-08-01,801.0
4627,25,2018-09-01,726.0
4628,25,2018-10-01,759.5
4629,25,2018-11-01,721.0
4630,25,2019-01-01,837.0
4631,25,2019-02-01,871.0
4632,25,2019-03-01,894.5
4633,25,2019-04-01,764.5
4634,25,2019-05-01,790.0
4635,25,2019-06-01,1026.0
4636,25,2019-07-01,734.5
4637,25,2019-08-01,690.5
4638,25,2019-09-01,728.5
4639,25,2019-10-01,684.0
4640,25,2019-11-01,734.0
4641,25,2019-12-01,681.0
4642,25,2020-01-01,613.0
4643,25,2020-02-01,831.0
4644,25,2020-03-01,710.0
4645,25,2020-04-01,809.5
4646,25,2020-05-01,807.5
4647,25,2020-06-01,650.0
4648,25,2020-07-01,761.5
4649,25,2020-08-01,742.0
4650,25,2020-09-01,699.0
4651,25,2020-10-01,726.0
4652,25,2020-11-01,772.0
4653,25,2020-12-01,688.0
4654,25,2021-01-01,890.0
4655,25,2021-02-01,742.0
4656,25,2021-03-01,869.5
4657,25,2021-04-01,844.0
4658,25,2021-05-01,863.0
4659,25,2021-06-01,937.5
4660,25,2021-07-01,895.0
4661,25,2021-08-01,897.0
4662,25,2021-09-01,882.5
4663,25,2021-10-01,908.5
4664,25,2021-11-01,835.0
4665,25,2021-12-01,883.0
4666,25,2022-01-01,970.5
4667,25,2022-02-01,935.0
4668,25,2022-03-01,1035.0
4669,25,2022-04-01,1015.5
4670,25,2022-05-01,884.0
4671,25,2022-06-01,1075.0
4672,25,2022-07-01,862.0
4673,25,2022-08-01,906.0
4674,25,2022-09-01,949.0
4675,25,2022-10-01,1059.0
4676,25,2022-11-01,1063.0
4677,25,2022-12-01,966.0
4678,26,2006-01-01,391.5
4679,26,2006-02-01,373.5
4680,26,2006-03-01,396.0
4681,26,2006-04-01,385.5
4682,26,2006-05-01,420.0
4683,26,2006-06-01,410.0
4684,26,2006-07-01,404.0
4685,26,2006-08-01,419.0
4686,26,2006-09-01,430.5
4687,26,2006-10-01,432.0
4688,26,2006-11-01,460.0
4689,26,2006-12-01,419.5
4690,26,2007-01-01,426.0
4691,26,2007-02-01,487.5
4692,26,2007-03-01,451.0
4693,26,2007-04-01,451.0
4694,26,2007-05-01,454.0
4695,26,2007-06-01,502.0
4696,26,2007-07-01,485.0
4697,26,2007-08-01,581.0
4698,26,2007-09-01,518.0
4699,26,2007-10-01,553.5
4700,26,2007-11-01,572.0
4701,26,2007-12-01,592.0
4702,26,2008-01-01,617.0
4703,26,2008-02-01,625.0
4704,26,2008-03-01,604.0
4705,26,2008-04-01,598.0
4706,26,2008-05-01,532.5
4707,26,2008-06-01,616.0
4708,26,2008-07-01,548.0
4709,26,2008-08-01,592.5
4710,26,2008-09-01,596.0
4711,26,2008-10-01,608.5
4712,26,2008-11-01,605.5
4713,26,2008-12-01,544.0
4714,26,2009-01-01,622.0
4715,26,2009-02-01,569.0
4716,26,2009-03-01,604.0
4717,26,2009-04-01,532.0
4718,26,2009-05-01,578.0
4719,26,2009-06-01,584.0
4720,26,2009-07-01,577.0
4721,26,2009-08-01,590.0
4722,26,2009-09-01,564.0
4723,26,2009-10-01,607.5
4724,26,2009-11-01,600.5
4725,26,2009-12-01,638.0
4726,26,2010-01-01,624.0
4727,26,2010-02-01,687.0
4728,26,2010-03-01,685.5
4729,26,2010-04-01,676.0
4730,26,2010-05-01,650.0
4731,26,2010-06-01,697.0
4732,26,2010-07-01,689.5
4733,26,2010-08-01,688.0
4734,26,2010-09-01,701.0
4735,26,2010-10-01,740.0
4736,26,2010-11-01,769.5
4737,26,2010-12-01,683.0
4738,26,2011-01-01,730.0
4739,26,2011-02-01,904.0
4740,26,2011-03-01,768.5
4741,26,2011-04-01,788.5
4742,26,2011-05-01,751.5
4743,26,2011-06-01,776.0
4744,26,2011-07-01,766.0
4745,26,2011-08-01,793.0
4746,26,2011-09-01,736.0
4747,26,2011-10-01,775.0
4748,26,2011-11-01,792.0
4749,26,2011-12-01,751.0
4750,26,2012-01-01,998.0
4751,26,2012-02-01,780.0
4752,26,2012-03-01,798.0
4753,26,2012-04-01,844.0
4754,26,2012-05-01,801.0
4755,26,2012-06-01,809.0
4756,26,2012-07-01,914.0
4757,26,2012-08-01,843.0
4758,26,2012-09-01,868.0
4759,26,2012-10-01,886.5
4760,26,2012-11-01,857.0
4761,26,2012-12-01,780.0
4762,26,2013-01-01,970.0
4763,26,2013-02-01,888.0
4764,26,2013-03-01,852.0
4765,26,2013-04-01,1210.0
4766,26,2013-05-01,969.0
4767,26,2013-06-01,955.0
4768,26,2013-07-01,846.0
4769,26,2013-08-01,878.0
4770,26,2013-09-01,1031.5
4771,26,2013-10-01,1069.0
4772,26,2013-11-01,1223.0
4773,26,2013-12-01,912.5
4774,26,2014-01-01,842.0
4775,26,2014-02-01,908.0
4776,26,2014-03-01,1157.0
4777,26,2014-04-01,859.0
4778,26,2014-05-01,942.0
4779,26,2014-06-01,1143.0
4780,26,2014-07-01,1070.0
4781,26,2014-08-01,960.0
4782,26,2014-09-01,851.0
4783,26,2014-10-01,1080.0
4784,26,2015-01-01,879.0
4785,26,2015-02-01,1113.0
4786,26,2015-03-01,958.5
4787,26,2015-04-01,885.5
4788,26,2015-05-01,866.0
4789,26,2015-06-01,888.0
4790,26,2015-07-01,872.0
4791,26,2015-08-01,915.5
4792,26,2015-09-01,950.0
4793,26,2015-10-01,876.0
4794,26,2015-11-01,969.5
4795,26,2015-12-01,935.0
4796,26,2016-01-01,852.5
4797,26,2016-02-01,1000.0
4798,26,2016-03-01,819.0
4799,26,2016-04-01,1017.5
4800,26,2016-05-01,904.0
4801,26,2016-06-01,942.5
4802,26,2016-07-01,858.0
4803,26,2016-08-01,904.0
4804,26,2016-09-01,746.5
4805,26,2016-10-01,622.0
4806,26,2016-11-01,852.0
4807,26,2016-12-01,824.0
4808,26,2017-01-01,855.0
4809,26,2017-02-01,829.5
4810,26,2017-03-01,851.0
4811,26,2017-04-01,883.0
4812,26,2017-05-01,965.0
4813,26,2017-06-01,908.0
4814,26,2017-07-01,1031.0
4815,26,2017-08-01,824.0
4816,26,2017-09-01,804.0
4817,26,2017-10-01,1094.0
4818,26,2017-11-01,1004.0
4819,26,2017-12-01,903.0
4820,26,2018-01-01,853.0
4821,26,2018-02-01,1150.0
4822,26,2018-03-01,1063.0
4823,26,2018-04-01,922.0
4824,26,2018-05-01,937.0
4825,26,2018-06-01,1090.0
4826,26,2018-07-01,852.0
4827,26,2018-08-01,845.5
4828,26,2018-09-01,1154.5
4829,26,2018-10-01,979.0
4830,26,2018-11-01,1038.0
4831,26,2018-12-01,1010.0
4832,26,2019-01-01,874.0
4833,26,2019-02-01,854.0
4834,26,2019-03-01,984.5
4835,26,2019-04-01,1255.0
4836,26,2019-05-01,913.0
4837,26,2019-06-01,906.0
4838,26,2019-07-01,1059.0
4839,26,2019-08-01,1062.5
4840,26,2019-09-01,1097.0
4841,26,2019-10-01,1139.0
4842,26,2019-11-01,874.0
4843,26,2019-12-01,902.0
4844,26,2020-01-01,1101.0
4845,26,2020-02-01,884.0
4846,26,2020-03-01,1113.0
4847,26,2020-04-01,1002.0
4848,26,2020-05-01,968.5
4849,26,2020-06-01,1210.5
4850,26,2020-07-01,1164.0
4851,26,2020-08-01,1126.5
4852,26,2020-09-01,1146.0
4853,26,2020-10-01,954.0
4854,26,2020-11-01,1015.0
4855,26,2020-12-01,990.5
4856,26,2021-01-01,1229.0
4857,26,2021-02-01,1005.0
4858,26,2021-03-01,1110.0
4859,26,2021-04-01,1188.0
4860,26,2021-05-01,1050.5
4861,26,2021-06-01,1225.0
4862,26,2021-07-01,1148.5
4863,26,2021-08-01,1092.0
4864,26,2021-09-01,995.0
4865,26,2021-10-01,1105.0
4866,26,2021-11-01,975.0
4867,26,2021-12-01,1332.0
4868,26,2022-01-01,1196.5
4869,26,2022-02-01,1169.0
4870,26,2022-03-01,1162.5
4871,26,2022-04-01,1081.0
4872,26,2022-05-01,1072.0
4873,26,2022-06-01,1108.0
4874,26,2022-07-01,1244.5
4875,26,2022-09-01,1024.0
4876,26,2022-10-01,1324.0
4877,26,2022-11-01,1064.0
4878,26,2022-12-01,1292.0
4879,27,2006-01-01,397.0
4880,27,2006-02-01,398.0
4881,27,2006-03-01,411.0
4882,27,2006-04-01,345.0
4883,27,2006-05-01,404.0
4884,27,2006-06-01,359.5
4885,27,2006-07-01,400.0
4886,27,2006-08-01,392.5
4887,27,2006-09-01,396.0
4888,27,2006-10-01,398.0
4889,27,2006-11-01,355.0
4890,27,2006-12-01,364.0
4891,27,2007-01-01,364.0
4892,27,2007-02-01,399.0
4893,27,2007-03-01,373.0
4894,27,2007-04-01,375.0
4895,27,2007-05-01,391.0
4896,27,2007-06-01,434.5
4897,27,2007-07-01,456.0
4898,27,2007-08-01,486.0
4899,27,2007-09-01,418.0
4900,27,2007-10-01,492.0
4901,27,2007-11-01,474.0
4902,27,2007-12-01,495.0
4903,27,2008-01-01,514.0
4904,27,2008-02-01,490.0
4905,27,2008-03-01,496.0
4906,27,2008-04-01,491.0
4907,27,2008-05-01,468.0
4908,27,2008-06-01,510.0
4909,27,2008-07-01,489.0
4910,27,2008-08-01,514.0
4911,27,2008-09-01,491.0
4912,27,2008-10-01,479.0
4913,27,2008-11-01,493.0
4914,27,2008-12-01,504.0
4915,27,2009-01-01,495.0
4916,27,2009-02-01,511.0
4917,27,2009-03-01,504.0
4918,27,2009-04-01,460.0
4919,27,2009-05-01,465.5
4920,27,2009-06-01,465.0
4921,27,2009-07-01,512.5
4922,27,2009-08-01,512.0
4923,27,2009-09-01,523.0
4924,27,2009-10-01,526.0
4925,27,2009-11-01,552.0
4926,27,2009-12-01,528.0
4927,27,2010-01-01,587.0
4928,27,2010-02-01,605.0
4929,27,2010-03-01,606.5
4930,27,2010-04-01,600.5
4931,27,2010-05-01,613.0
4932,27,2010-06-01,622.0
4933,27,2010-07-01,596.0
4934,27,2010-08-01,614.0
4935,27,2010-09-01,626.0
4936,27,2010-10-01,637.0
4937,27,2010-11-01,593.0
4938,27,2010-12-01,614.0
4939,27,2011-01-01,652.0
4940,27,2011-02-01,650.0
4941,27,2011-03-01,663.0
4942,27,2011-04-01,690.0
4943,27,2011-05-01,673.0
4944,27,2011-06-01,706.5
4945,27,2011-07-01,689.0
4946,27,2011-08-01,694.0
4947,27,2011-09-01,693.0
4948,27,2011-10-01,718.0
4949,27,2011-11-01,694.0
4950,27,2011-12-01,742.0
4951,27,2012-01-01,721.0
4952,27,2012-02-01,722.0
4953,27,2012-03-01,721.0
4954,27,2012-04-01,701.0
4955,27,2012-05-01,700.0
4956,27,2012-06-01,699.0
4957,27,2012-07-01,723.5
4958,27,2012-08-01,764.0
4959,27,2012-09-01,762.0
4960,27,2012-10-01,730.0
4961,27,2012-11-01,746.0
4962,27,2012-12-01,705.0
4963,27,2013-01-01,794.0
4964,27,2013-02-01,768.0
4965,27,2013-03-01,713.0
4966,27,2013-04-01,808.0
4967,27,2013-05-01,730.0
4968,27,2013-06-01,908.5
4969,27,2013-07-01,779.5
4970,27,2013-08-01,773.0
4971,27,2013-09-01,846.0
4972,27,2013-10-01,785.0
4973,27,2013-11-01,811.5
4974,27,2013-12-01,887.5
4975,27,2014-01-01,771.0
4976,27,2014-02-01,713.0
4977,27,2014-03-01,791.5
4978,27,2014-04-01,760.0
4979,27,2014-05-01,705.5
4980,27,2014-06-01,747.0
4981,27,2014-07-01,706.0
4982,27,2014-08-01,773.0
4983,27,2014-09-01,708.0
4984,27,2014-10-01,800.0
4985,27,2014-11-01,929.0
4986,27,2014-12-01,770.5
4987,27,2015-01-01,720.0
4988,27,2015-02-01,983.0
4989,27,2015-03-01,703.0
4990,27,2015-04-01,764.5
4991,27,2015-05-01,759.5
4992,27,2015-06-01,829.0
4993,27,2015-07-01,751.0
4994,27,2015-08-01,915.0
4995,27,2015-09-01,729.0
4996,27,2015-10-01,783.0
4997,27,2015-11-01,697.0
4998,27,2015-12-01,749.0
4999,27,2016-01-01,854.0
5000,27,2016-02-01,810.0
5001,27,2016-03-01,730.0
5002,27,2016-04-01,812.5
5003,27,2016-05-01,818.5
5004,27,2016-06-01,808.0
5005,27,2016-07-01,870.5
5006,27,2016-08-01,779.0
5007,27,2016-09-01,941.5
5008,27,2016-10-01,886.0
5009,27,2016-11-01,841.5
5010,27,2016-12-01,871.0
5011,27,2017-01-01,956.0
5012,27,2017-02-01,779.0
5013,27,2017-03-01,870.0
5014,27,2017-04-01,886.0
5015,27,2017-05-01,813.0
5016,27,2017-06-01,758.0
5017,27,2017-07-01,787.0
5018,27,2017-08-01,845.0
5019,27,2017-09-01,838.0
5020,27,2017-10-01,883.0
5021,27,2017-11-01,843.5
5022,27,2017-12-01,887.0
5023,27,2018-01-01,920.0
5024,27,2018-02-01,848.0
5025,27,2018-03-01,727.0
5026,27,2018-04-01,792.0
5027,27,2018-05-01,880.0
5028,27,2018-06-01,943.0
5029,27,2018-07-01,897.5
5030,27,2018-08-01,929.0
5031,27,2018-09-01,828.0
5032,27,2018-10-01,814.0
5033,27,2018-11-01,957.5
5034,27,2018-12-01,809.0
5035,27,2019-01-01,941.0
5036,27,2019-02-01,967.0
5037,27,2019-03-01,820.0
5038,27,2019-04-01,897.5
5039,27,2019-05-01,934.0
5040,27,2019-06-01,875.0
5041,27,2019-07-01,863.0
5042,27,2019-08-01,852.0
5043,27,2019-09-01,836.0
5044,27,2019-10-01,823.0
5045,27,2019-11-01,808.0
5046,27,2019-12-01,812.0
5047,27,2020-01-01,872.0
5048,27,2020-02-01,892.0
5049,27,2020-03-01,833.5
5050,27,2020-04-01,832.0
5051,27,2020-05-01,951.5
5052,27,2020-06-01,859.0
5053,27,2020-07-01,841.0
5054,27,2020-08-01,838.5
5055,27,2020-09-01,893.0
5056,27,2020-10-01,846.0
5057,27,2020-11-01,866.0
5058,27,2020-12-01,880.5
5059,27,2021-01-01,951.0
5060,27,2021-02-01,962.0
5061,27,2021-03-01,894.0
5062,27,2021-04-01,917.0
5063,27,2021-05-01,981.0
5064,27,2021-06-01,989.5
5065,27,2021-07-01,956.5
5066,27,2021-08-01,1011.0
5067,27,2021-09-01,974.0
5068,27,2021-10-01,1022.5
5069,27,2021-11-01,982.5
5070,27,2021-12-01,1048.0
5071,27,2022-01-01,986.0
5072,27,2022-02-01,1066.0
5073,27,2022-03-01,1052.0
5074,27,2022-04-01,1099.0
5075,27,2022-05-01,1069.5
5076,27,2022-06-01,1142.0
5077,27,2022-07-01,1087.5
5078,27,2022-08-01,1100.5
5079,27,2022-09-01,1151.5
5080,27,2022-10-01,1145.0
5081,27,2022-11-01,986.5
5082,27,2022-12-01,1112.0
5083,28,2006-01-01,351.0
5084,28,2006-02-01,353.0
5085,28,2006-03-01,372.0
5086,28,2006-04-01,365.0
5087,28,2006-05-01,352.0
5088,28,2006-06-01,332.0
5089,28,2006-07-01,350.0
5090,28,2006-08-01,376.0
5091,28,2006-09-01,370.0
5092,28,2006-10-01,351.0
5093,28,2006-11-01,349.0
5094,28,2006-12-01,346.0
5095,28,2007-01-01,343.5
5096,28,2007-02-01,396.0
5097,28,2007-03-01,402.0
5098,28,2007-04-01,413.0
5099,28,2007-05-01,435.0
5100,28,2007-06-01,486.5
5101,28,2007-07-01,492.0
5102,28,2007-08-01,490.0
5103,28,2007-09-01,502.0
5104,28,2007-10-01,493.5
5105,28,2007-11-01,488.0
5106,28,2007-12-01,517.0
5107,28,2008-01-01,542.0
5108,28,2008-02-01,513.0
5109,28,2008-03-01,541.0
5110,28,2008-04-01,519.0
5111,28,2008-05-01,491.0
5112,28,2008-06-01,530.0
5113,28,2008-07-01,492.0
5114,28,2008-08-01,510.5
5115,28,2008-09-01,537.0
5116,28,2008-10-01,513.0
5117,28,2008-11-01,524.5
5118,28,2008-12-01,497.0
5119,28,2009-01-01,479.0
5120,28,2009-02-01,494.0
5121,28,2009-03-01,562.0
5122,28,2009-04-01,545.0
5123,28,2009-05-01,500.0
5124,28,2009-06-01,496.0
5125,28,2009-07-01,505.5
5126,28,2009-08-01,514.0
5127,28,2009-09-01,510.0
5128,28,2009-10-01,563.0
5129,28,2009-11-01,541.0
5130,28,2009-12-01,514.0
5131,28,2010-01-01,563.0
5132,28,2010-02-01,623.0
5133,28,2010-03-01,578.0
5134,28,2010-04-01,570.0
5135,28,2010-05-01,643.5
5136,28,2010-06-01,654.5
5137,28,2010-07-01,627.0
5138,28,2010-08-01,679.0
5139,28,2010-09-01,631.5
5140,28,2010-10-01,656.5
5141,28,2010-11-01,650.0
5142,28,2010-12-01,625.0
5143,28,2011-01-01,650.0
5144,28,2011-02-01,624.5
5145,28,2011-03-01,667.0
5146,28,2011-04-01,731.0
5147,28,2011-05-01,756.0
5148,28,2011-06-01,733.0
5149,28,2011-07-01,732.5
5150,28,2011-08-01,706.0
5151,28,2011-09-01,770.0
5152,28,2011-10-01,808.0
5153,28,2011-11-01,681.0
5154,28,2011-12-01,777.0
5155,28,2012-01-01,764.0
5156,28,2012-02-01,704.5
5157,28,2012-03-01,781.0
5158,28,2012-04-01,790.0
5159,28,2012-05-01,746.5
5160,28,2012-06-01,815.0
5161,28,2012-07-01,793.0
5162,28,2012-08-01,825.0
5163,28,2012-09-01,780.5
5164,28,2012-10-01,812.5
5165,28,2012-11-01,889.0
5166,28,2012-12-01,838.0
5167,28,2013-01-01,845.0
5168,28,2013-02-01,967.0
5169,28,2013-03-01,799.0
5170,28,2013-04-01,930.0
5171,28,2013-05-01,941.0
5172,28,2013-06-01,934.0
5173,28,2013-07-01,893.0
5174,28,2013-08-01,853.0
5175,28,2013-09-01,820.0
5176,28,2013-10-01,806.5
5177,28,2013-11-01,956.0
5178,28,2013-12-01,973.0
5179,28,2014-01-01,836.0
5180,28,2014-02-01,790.0
5181,28,2014-03-01,776.5
5182,28,2014-04-01,830.0
5183,28,2014-05-01,759.0
5184,28,2014-06-01,712.0
5185,28,2014-07-01,623.0
5186,28,2014-08-01,816.0
5187,28,2014-09-01,820.0
5188,28,2014-10-01,821.5
5189,28,2014-11-01,703.0
5190,28,2014-12-01,840.0
5191,28,2015-01-01,726.0
5192,28,2015-02-01,937.0
5193,28,2015-03-01,737.0
5194,28,2015-04-01,691.0
5195,28,2015-05-01,808.0
5196,28,2015-06-01,672.0
5197,28,2015-07-01,768.0
5198,28,2015-08-01,720.0
5199,28,2015-09-01,859.0
5200,28,2015-10-01,813.0
5201,28,2015-11-01,853.0
5202,28,2015-12-01,710.0
5203,28,2016-01-01,850.0
5204,28,2016-02-01,853.0
5205,28,2016-03-01,863.0
5206,28,2016-04-01,792.0
5207,28,2016-05-01,767.0
5208,28,2016-06-01,695.0
5209,28,2016-07-01,802.0
5210,28,2016-08-01,865.0
5211,28,2016-09-01,785.0
5212,28,2016-10-01,681.0
5213,28,2016-11-01,890.5
5214,28,2016-12-01,756.5
5215,28,2017-01-01,847.0
5216,28,2017-02-01,963.5
5217,28,2017-03-01,710.5
5218,28,2017-04-01,823.0
5219,28,2017-05-01,910.5
5220,28,2017-06-01,796.0
5221,28,2017-07-01,788.0
5222,28,2017-08-01,838.0
5223,28,2017-09-01,836.0
5224,28,2017-10-01,908.0
5225,28,2017-11-01,831.0
5226,28,2017-12-01,980.0
5227,28,2018-01-01,871.5
5228,28,2018-02-01,773.5
5229,28,2018-03-01,1009.5
5230,28,2018-04-01,1058.5
5231,28,2018-05-01,842.0
5232,28,2018-06-01,1057.0
5233,28,2018-07-01,901.0
5234,28,2018-08-01,1050.0
5235,28,2018-09-01,1151.0
5236,28,2018-10-01,726.0
5237,28,2018-11-01,1022.0
5238,28,2018-12-01,1039.5
5239,28,2019-01-01,1107.0
5240,28,2019-02-01,1075.0
5241,28,2019-03-01,1104.0
5242,28,2019-04-01,1118.5
5243,28,2019-05-01,1042.0
5244,28,2019-06-01,1021.5
5245,28,2019-07-01,938.0
5246,28,2019-08-01,885.0
5247,28,2019-09-01,1042.0
5248,28,2019-10-01,1011.0
5249,28,2019-11-01,1035.5
5250,28,2019-12-01,1088.0
5251,28,2020-01-01,988.0
5252,28,2020-02-01,1066.0
5253,28,2020-03-01,1117.0
5254,28,2020-04-01,1092.0
5255,28,2020-05-01,1177.0
5256,28,2020-06-01,1117.0
5257,28,2020-07-01,1126.0
5258,28,2020-08-01,1025.0
5259,28,2020-09-01,1174.0
5260,28,2020-10-01,1180.0
5261,28,2020-11-01,1095.0
5262,28,2020-12-01,1039.0
5263,28,2021-01-01,1047.0
5264,28,2021-02-01,1053.0
5265,28,2021-03-01,1035.0
5266,28,2021-04-01,1078.5
5267,28,2021-05-01,1078.0
5268,28,2021-06-01,1056.0
5269,28,2021-07-01,1065.0
5270,28,2021-08-01,1147.0
5271,28,2021-09-01,1096.5
5272,28,2021-10-01,1105.0
5273,28,2021-11-01,1139.5
5274,28,2021-12-01,1182.0
5275,28,2022-01-01,1148.5
5276,28,2022-02-01,1177.0
5277,28,2022-03-01,1195.5
5278,28,2022-04-01,1198.0
5279,28,2022-05-01,1207.0
5280,28,2022-06-01,1283.0
5281,28,2022-07-01,1196.0
5282,28,2022-08-01,1288.5
5283,28,2022-09-01,1212.5
5284,28,2022-10-01,1189.0
5285,28,2022-11-01,1162.0
5286,28,2022-12-01,1194.0
